Timestamp,Source,Event,Details,Stim_Amp,Stim_Freq,Stim_PW
2025-12-09T14:53:59.354798,Arduino,RX,MPU6050 connected.,
2025-12-09T14:54:01.048950,Arduino,Message,MPU6050 connected.,
2025-12-09T14:54:39.030148,Arduino,TX,PAUSE,
2025-12-09T14:54:39.057050,Arduino,TX,FES OFF,
2025-12-09T14:54:39.090235,Arduino,TX,CH OFF,
2025-12-09T14:54:39.117853,Arduino,TX,LOCK,
2025-12-09T14:54:39.144721,Arduino,CMD,SHUTDOWN_COMMANDS_SENT,
2025-12-09T14:54:39.151183,System,Shutdown,COMPLETE,
